Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Timestamp,Flow_Duration,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Bwd_Pkt_Len_Max,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Std,FIN_Flag_Cnt,Pkt_Size_Avg,Init_Bwd_Win_Byts,Idle_Mean,Idle_Max,Idle_Min,Label
-0.7266918102706734,0.2473495468807769,0.7414954405791893,-0.18233119172919637,-0.410797818872316,1.033197343836132,-0.1484313074778568,-0.5230743358998078,1.6139859958495482,1.0276245728651545,0.7988470738467208,-0.2838927745634192,-0.20769258440048666,-0.054490601307980294,-0.16246272957480282,-0.2144809855789735,-0.04544449605524639,-0.12474239830864135,-0.14580909101426745,-0.038088062960846596,-0.13437420727985683,1.1104866244630844,-0.31390163831376916,-0.1464236086959205,-0.4130020562522259,-0.030993786368687184,1.2395751745064212,-0.34977313380337105,-0.2021924248199624,-0.16069267624797495,-0.21073893305637093,1
-1.3230994650796364,0.24705334490047162,1.0307479643601445,-2.080324216522631,-0.48354207193577814,0.9233165089164223,12.537534796064898,1.7885279870659192,-0.796537035771195,-0.9691787166544364,-0.9751976748149226,-0.35648694906787043,8.184963134716053,16.940323891476208,13.801277526050768,0.939727057073761,20.91523796188456,0.9932265862601897,1.4545191925801157,-0.038088062960846596,1.168929958591344,0.2386636350560143,-0.3136328392527923,-0.33993685093035375,2.492230808832264,-0.030993786368687184,-0.2884121665785397,-0.49842969160132283,7.666017465172818,13.801076308432185,0.8541492889564531,1
-0.7273048162409862,0.24705334490047162,-1.0411589441570732,-0.1190647575694152,2.113254561827289,-0.4506888862958029,-0.16247633670353095,0.7461123825639696,0.40872448003917655,1.0276245728651545,2.0412856961190147,-0.232902503452603,-0.23571878876320956,-0.054490601307980294,-0.18022165710870233,-0.24743989385181195,-0.04544449605524639,-0.160016737770864,-0.1963029096314948,-0.038088062960846596,-0.17549627256434255,-0.05194402807967581,-0.22886286508814635,-0.1756616093291878,-0.4130020562522259,-0.030993786368687184,1.2395751745064212,-0.34977313380337105,-0.22846730916240604,-0.1784490967416955,-0.2411472753422914,1
-0.7275405877680297,0.2473495468807769,0.7224056619063287,-0.18233119172919637,-0.410797818872316,-0.7456842809451135,-0.1415464892299773,-0.5230743358998078,-0.796537035771195,-0.9691787166544364,-0.9795454631367754,-0.2657687006092098,-0.23489448863489418,-0.053930132140408954,-0.17952522857796116,-0.24679364074842294,-0.00688413553597863,-0.160016737770864,-0.1963029096314948,-0.038088062960846596,-0.17549627256434255,-0.05194402807967581,-0.23057504682043337,-0.2597186957284545,-0.4130020562522259,-0.030993786368687184,-0.9544038904169502,2.277942612470235,-0.2276945184464518,-0.1777527665262555,-0.24055103333668515,1
-0.7275405877680297,0.2473495468807769,0.7224056619063287,-0.18233119172919637,-0.410797818872316,-0.803099491984241,-0.15972240940437918,-0.5230743358998078,-0.796537035771195,-0.9691787166544364,-0.9795454631367754,-0.2478393885003487,-0.23022345457444035,-0.054490601307980294,-0.17673951445499653,-0.24097736281792204,-0.04544449605524639,-0.160016737770864,-0.1963029096314948,-0.038088062960846596,-0.17549627256434255,-0.05194402807967581,-0.2391085168710251,-0.19551659853473818,-0.4130020562522259,-0.030993786368687184,-0.9544038904169502,2.2560236593124188,-0.22331537105604454,-0.1749674456644954,-0.23518485528622857,1
-0.7390462382877471,0.24705334490047162,-1.0016071828475523,-0.1190647575694152,-0.34838786842659963,0.7817583161820215,-0.16137476578387025,0.28708375672188297,0.4451949293648506,1.0880465744212229,1.409793034149897,-0.2393428124943111,-0.23352065508770187,-0.054490601307980294,-0.17882880004722002,-0.24485488143825598,-0.04544449605524639,-0.160016737770864,-0.1963029096314948,-0.038088062960846596,-0.17549627256434255,-0.9237670174867461,-0.23328048143392818,-0.18422248244087544,0.8924553142582917,-0.030993786368687184,1.0193342405155543,-0.5092612365470142,-0.22640653391986143,-0.17705643631081547,-0.23876230731986628,1
-0.7205145962621365,0.24705334490047162,-1.1765631882320144,-0.07688713479622777,-0.9302264258659423,-1.7395613823810459,-0.1740428313599685,-0.5230743358998078,-0.7374896416248655,-0.8713526188969926,-0.8052937445523578,-0.06493457551475071,-0.25879919235604015,-0.054490601307980294,-0.19484665625426661,-0.27458252419414947,-0.04544449605524639,-0.160016737770864,-0.1963029096314948,-0.038088062960846596,-0.17549627256434255,-0.4878555227832109,-0.11364906933143042,0.047610537680802256,-0.2498198849384112,32.264531609803356,-0.8827465530419314,-0.48734228338919794,-0.2501054492091243,-0.19307203126593597,-0.26618943957775537,1
-0.6812822141621162,0.24705334490047162,1.02122325449377,0.5135995840283963,-0.4177835765077754,0.5342789582547476,-0.17597058046937478,-0.4352919692049067,-0.7687500267611576,-0.9231429059450511,-0.5558746187766678,0.3973104912540571,-0.2714384609902093,-0.0500936812187234,-0.20111451303093703,-0.2933238641924302,-0.037628206760800226,-0.160016737770864,-0.1963029096314948,-0.038088062960846596,-0.17549627256434255,-0.9237670174867461,0.4620771751298273,0.16079723334331247,-0.4130020562522259,-0.030993786368687184,-0.9122525154904685,-0.5092612365470142,-0.2619549068537557,-0.19933900320489617,-0.28348045774033764,1
0.8977740110582937,-2.3075900012391526,-1.3873175734956045,-0.07688713479622777,2.063372788298058,0.19869694890536405,-0.16247633670353095,0.8009763617482827,0.46082512193299663,1.113941717945252,2.171869175909621,-0.232902503452603,-0.23571878876320956,-0.054490601307980294,-0.18022165710870233,-0.24743989385181195,-0.04544449605524639,-0.160016737770864,-0.1963029096314948,-0.038088062960846596,-0.17549627256434255,-0.05194402807967581,-0.22886286508814635,-0.1756616093291878,-0.4130020562522259,-0.030993786368687184,1.334415768091005,-0.48768343441110945,-0.22846730916240604,-0.1784490967416955,-0.2411472753422914,1
-0.7390462382877471,0.24705334490047162,-1.0016071828475523,-0.1190647575694152,-0.34838786842659963,0.7797784813186034,-0.16137476578387025,0.2834261581095954,0.4451949293648506,1.0880465744212229,1.4056663702336254,-0.2393428124943111,-0.23352065508770187,-0.054490601307980294,-0.17882880004722002,-0.24485488143825598,-0.04544449605524639,-0.160016737770864,-0.1963029096314948,-0.038088062960846596,-0.17549627256434255,-0.9237670174867461,-0.23328048143392818,-0.18422248244087544,0.9020567104817995,-0.030993786368687184,1.0172266717692302,-0.5092612365470142,-0.22640653391986143,-0.17705643631081547,-0.23876230731986628,1
